区域	层	素材键	路径	文件	尺寸	不透明像素	唯一色	判决
DenOfEvil	floor	cave/208	D2/Tiles/cave/208	在盘	160x128	6400	2	ok
DenOfEvil	floor	cave/209	D2/Tiles/cave/209	在盘	160x128	6400	2	ok
DenOfEvil	floor	cave/210	D2/Tiles/cave/210	在盘	160x128	6400	2	ok
DenOfEvil	floor	cave/211	D2/Tiles/cave/211	在盘	160x128	6400	2	ok
DenOfEvil	object	cave/091	D2/Objects/cave/091	在盘	160x160	3527	2	ok
DenOfEvil	object	cave/092	D2/Objects/cave/092	在盘	128x128	2836	2	ok
DenOfEvil	object	cave/093	D2/Objects/cave/093	在盘	160x128	3364	2	ok
DenOfEvil	object	cave/094	D2/Objects/cave/094	在盘	128x160	3889	2	ok
DenOfEvil	object	cave/095	D2/Objects/cave/095	在盘	160x128	4999	2	ok
DenOfEvil	object	cave/096	D2/Objects/cave/096	在盘	160x160	5316	2	ok
DenOfEvil	object	cave/097	D2/Objects/cave/097	在盘	160x160	2251	2	ok
DenOfEvil	object	cave/098	D2/Objects/cave/098	在盘	160x128	7488	2	ok
DenOfEvil	object	cave/099	D2/Objects/cave/099	在盘	128x160	4021	2	ok
DenOfEvil	object	cave/100	D2/Objects/cave/100	在盘	160x128	8255	2	ok
DenOfEvil	object	cave/174	D2/Objects/cave/174	在盘	128x128	2649	2	ok
DenOfEvil	object	cave/175	D2/Objects/cave/175	在盘	160x160	1555	2	ok
DenOfEvil	object	cave/176	D2/Objects/cave/176	在盘	128x160	1626	2	ok
DenOfEvil	object	cave/177	D2/Objects/cave/177	在盘	128x160	555	2	ok
DenOfEvil	object	cave/178	D2/Objects/cave/178	在盘	96x160	1675	2	ok
DenOfEvil	object	cave/179	D2/Objects/cave/179	在盘	64x160	815	2	ok
